@RELATION "Wines dataset"

@ATTRIBUTE name STRING
@ATTRIBUTE price NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE region STRING
@ATTRIBUTE sweetness {dry, semi-dry, semi-sweet, sweet}
@ATTRIBUTE grape STRING
@ATTRIBUTE manufacturer STRING
@ATTRIBUTE strength NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
'Vino Marques de Riscal Verdejo, 2020',1749,4.6,Ispanija,'Kastilija i Leon',dry,'verdeho 100\%','Marques de Riscal',13.0,0.75
'Vino Vernaccia di San Gimignano, Conti Serristori, 2021',1690,4.3,Italija,Toskana,dry,vernachcha,'Conti Serristori',13.0,0.75
'Vino Cabernet Sauvignon, Luigi Bosca, 2020',2990,4.6,Argentina,Mendosa,dry,'kaberne sovin\'on 100\%','Luigi Bosca',14.2,0.75
'Vino Gavi dei Gavi (Etichetta Nera), La Scolca, 2021',8490,4.9,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Chenas Quartz, Domaines Dominique Piron, 2019',5490,5.0,Frantsija,Burgundija,dry,'game 100\%','Domaines Dominique Piron',14.0,0.75
'Vino Benefizio Riserva, Frescobaldi, 2022',6743,4.7,Italija,Toskana,dry,'shardone 100\%',Frescobaldi,13.5,0.75
'Vino Fiano Feudo Monaci, Castello Monaci, 2020',1990,4.7,Italija,Apulija,dry,'fiano 100\%','Castello Monaci',12.0,0.75
'Vino Spatburgunder Blauer, Knipser, 2017',3439,4.4,Germanija,'Pfal\'ts',dry,'shpetburgunder 100\%',Knipser,13.5,0.75
'Vino Picpoul de Pinet Heritage An 1618, Gerard Bertrand, 2022',2990,4.6,Frantsija,'Langedok-Russil\'on',dry,'pikpul\' 100\%','Gerard Bertrand',13.0,0.75
'Vino Ginestet Bordeaux Rouge, Maison Ginestet, 2022',1990,4.1,Frantsija,Bordo,dry,'kaberne fran','Maison Ginestet',13.0,0.75
'Vino Tenuta Regaleali Chardonnay Vigna San Francesco, Tasca d\'Almerita, 2017',6993,4.7,Italija,Sitsilija,dry,'shardone 100\%','Tasca d\'Almerita',13.5,0.75
'Vino Lugana San Benedetto, Zenato, 2021',3240,4.7,Italija,Veneto,semi-dry,'trebb\'jano di lugana 100\%',Zenato,13.5,0.75
'Vino Chenin Blanc, Simonsig, 2022',1790,4.6,'Juzhnaja Afrika',Stellenbosh,dry,'shenen blan',Simonsig,13.5,0.75
'Vino Bourgogne les Perrieres, Simon Bize & Fils, 2021',11490,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Simon Bize & Fils',12.5,0.75
'Vino Usad\'ba Mezyb\'. Merlo, 2019',2190,5.0,Rossija,'Kuban\'',dry,'merlo 100\%','Mezyb\'',15.0,0.75
'Vino Chateauneuf-du-Pape Blanc, Guigal, 2019',11190,5.0,Frantsija,'Dolina Rony',dry,'pikardan 2\%',Guigal,14.0,0.75
'Vino Hoe-Steen, David & Nadia, 2020',16490,0.0,'Juzhnaja Afrika',Svortlend,dry,'shenen blan 100\%','David & Nadia',13.0,0.75
'Vino Barolo Castiglione, Vietti, 2020',16490,4.7,Italija,'P\'emont',dry,'nebbiolo 100\%',Vietti,14.5,0.75
'Vino Lefkadija Krasnoe, 2020',1490,4.5,Rossija,'Kuban\'',dry,'mal\'bek',Lefkadija,14.0,0.75
'Vino Riesling Monopol, Maximin Grunhaus, 2020',4490,4.8,Germanija,'Mozel\'',semi-dry,'risling 100\%','Maximin Grunhaus',11.5,0.75
'Vino Marques de Riscal Verdejo, 2017',1749,4.6,Ispanija,'Kastilija i Leon',dry,'verdeho 100\%','Marques de Riscal',12.5,0.75
'Vino Pinot Grigio, Novapalma, 2020',1393,4.2,Italija,Friuli-Venetsija-Dzhulija,semi-dry,'pino gridzhio 100\%',Novapalma,12.0,0.75
'Vino UNA Zweigelt Sunny Red, Golser Wein, 2021',1493,4.6,Avstrija,Burgenland,semi-dry,'tsvajgel\'t 100\%','Golser Wein',13.0,0.75
'Vino Merlo Semejnyj Rezerv, Sikory, 2019',3990,4.0,Rossija,'Kuban\'',dry,'merlo 100\%',Sikory,14.0,0.75
'Vino Mercurey Premier Cru Piece 13, Bruno Lorenzon, 2020',32490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Bruno Lorenzon',13.0,0.75
'Vino Primasole Primitivo, Cielo, 2021',1160,4.6,Italija,Apulija,semi-dry,'primitivo 100\%',Cielo,13.5,0.75
'Vino Domaine de la Grange des Peres Rouge, 2012',47490,0.0,Frantsija,'Langedok-Russil\'on',dry,kunuaz,'Domaine de la Grange des Peres',14.0,0.75
'Vino Amarone della Valpolicella Classico 2012 i 2009 v podarochnoj upakovke',66990,0.0,Italija,Veneto,?,?,?,?,0.75
'Vino Excelsus, Banfi, 2018',17490,0.0,Italija,Toskana,dry,'kaberne sovin\'on 40\%',Banfi,15.0,0.75
'Vino Casamatta Rosso, Bibi Graetz, 2021',4790,4.3,Italija,Toskana,dry,'sandzhoveze 100\%','Bibi Graetz',13.0,0.75
'Vino Chenin/Chardonnay, Domaine Tariquet, 2021',2790,4.4,Frantsija,Jugo-Zapad,dry,'shardone 25\%','Domaine Tariquet',10.5,0.75
'Vino Rocca Rubia, Santadi, 2018',5690,4.7,Italija,Sardinija,dry,'karin\'jano 100\%',Santadi,14.5,0.75
'Vino Ed Knows Chardonnay, Bostavan, 2023',840,4.0,'Respublika Moldova',Codru,dry,'shardone 100\%',Bostavan,13.0,0.75
'Vino Grand Bateau Rouge , Chateau Beychevelle, 2019',2990,4.5,Frantsija,Bordo,dry,'kaberne sovin\'on','Chateau Beychevelle',13.5,0.75
'Vino Le Rose Giscours, Chateau Giscours, 2021, 1.5 l',13990,0.0,Frantsija,Bordo,dry,'kaberne sovin\'on 100\%','Chateau Giscours',12.5,1.5
'Vino Rosso di Montalcino, Banfi, 2020',5290,4.7,Italija,Toskana,dry,'sandzhoveze 100\%',Banfi,14.0,0.75
'Vino Kisi Qvevri, Binekhi, 2018',3244,4.4,Gruzija,Kahetija,dry,'kisi 100\%',Binekhi,13.5,0.75
'Vino Domaine de la Grange des Peres Rouge, 2016',37490,0.0,Frantsija,'Langedok-Russil\'on',dry,kunuaz,'Domaine de la Grange des Peres',14.0,0.75
'Vino Roero Arneis, Giacomo Fenocchio, 2021',4790,5.0,Italija,'P\'emont',dry,'arneis 100\%','Giacomo Fenocchio',14.0,0.75
'Vino Finca el Encinal Roble, Bodegas Valparaiso, 2021',2490,4.4,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Bodegas Valparaiso',14.5,0.75
'Vino Torrione, Petrolo, 2020, 1.5 l',16490,0.0,Italija,Toskana,dry,'kaberne sovin\'on 5\%',Petrolo,13.5,1.5
'Vino Condado de Oriza Roble, Pagos del Rey, 2021',1990,4.4,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Pagos del Rey',13.5,0.75
'Vino Bourgogne Chardonnay, Domaine Agnes Paquet, 2021',6890,0.0,Frantsija,Burgundija,dry,shardone,'Domaine Agnes Paquet',12.5,0.75
'Vino Reserve, Domaine Tariquet, 2019',3290,4.7,Frantsija,Jugo-Zapad,dry,'semil\'on','Domaine Tariquet',12.0,0.75
'Vino Le Bordeaux de Citran Rouge, Chateau Citran, 2021',2490,4.1,Frantsija,Bordo,dry,'kaberne sovin\'on','Chateau Citran',12.5,0.75
'Vino Gevrey-Chambertin Premier Cru Clos St. Jacques, Domaine Sylvie Esmonin, 2020',49990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Sylvie Esmonin',13.0,0.75
'Vino Ginestet Medoc, Maison Ginestet, 2020',2890,4.1,Frantsija,Bordo,dry,'kaberne fran','Maison Ginestet',13.0,0.75
'Vino Hermitage Rouge, Domaine Marc Sorrel, 2018',34990,4.0,Frantsija,'Dolina Rony',dry,'sira 100\%','Domaine Marc Sorrel',13.5,0.75
'Vino Amarone della Valpolicella Classico, Zenato, 2018',8769,4.9,Italija,Veneto,semi-dry,ozeleta,Zenato,16.5,0.75
'Vino Finca Nueva Crianza, 2016',2618,4.7,Ispanija,Rioha,dry,'tempranil\'o 100\%','Finca Nueva',14.0,0.75
'Vino Chardonnay Vineyards, Trapiche, 2022',1390,4.3,Argentina,Mendosa,dry,'shardone 100\%',Trapiche,12.5,0.75
'Vino Riesling Kremser Pfaffenberg, Winzer Krems, 2019',5690,4.4,Avstrija,'Nizhnjaja Avstrija',semi-dry,'risling 100\%','Winzer Krems',13.5,0.75
'Vino Tenacity Shiraz, Two Hands, 2022',2443,4.5,Avstralija,'Juzhnaja Avstralija',dry,shiraz,'Two Hands',14.0,0.75
'Vino Gran Feudo Moscatel, Bodegas Chivite, 2020',1323,4.6,Ispanija,Navarra,dry,'moskatel\' de grano menudo 100\%','Bodegas Chivite',13.0,0.75
'Vino Clarendelle by Haut-Brion Medoc v podarochnoj upakovke, Domaine Clarence Dillon, 2018',4990,4.2,Frantsija,Bordo,dry,'pti verdo 1\%','Domaine Clarence Dillon',?,0.75
'Vino Beloe, Usad\'ba Markoth, 2023',1490,4.2,Rossija,'Kuban\'',dry,'sovin\'on blan','Usad\'ba Markoth',12.0,0.75
'Vino Chardonnay Heritage An 1130 blanc, Gerard Bertrand, 2020',2490,4.6,Frantsija,'Langedok-Russil\'on',dry,'shardone 100\%','Gerard Bertrand',14.0,0.75
'Vino Pontellon Albarino, Bodegas Horacio Gomez Araujo, 2022',2393,4.7,Ispanija,Galisija,dry,'al\'barin\'o 100\%','Bodegas Horacio Gomez Araujo',13.0,0.75
'Vino Monthelie 1er Cru Sur la Velle RG, Domaine Hubert Lignier, 2021',18490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Hubert Lignier',13.0,0.75
'Vino Chateau de Villemajou Grand Vin Rouge, Gerard Bertrand, 2021',8490,4.0,Frantsija,'Langedok-Russil\'on',dry,grenash,'Gerard Bertrand',15.0,0.75
'Vino Savigny-les-Beaune 1er Cru Aux Vergelesses, Simon Bize & Fils, 2019, 0.375 l',11490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Simon Bize & Fils',12.5,0.375
'Vino Chianti Castiglioni, Frescobaldi, 2022',2168,4.6,Italija,Toskana,dry,merlo,Frescobaldi,13.0,0.75
'Vino v podarochnom nabore I Climat, Vie di Romans',104990,0.0,Italija,?,?,?,'Vie di Romans',?,0.75
'Vino Shardone, Sikory, 2022',1490,4.6,Rossija,'Kuban\'',dry,'shardone 100\%',Sikory,13.0,0.75
'Vino Chateau Montrose, 2011',26990,0.0,Frantsija,Bordo,dry,'pti verdo 1\%','Chateau Montrose',13.0,0.75
'Vino Le Bordeaux de Citran Blanc, Chateau Citran, 2022',2490,4.4,Frantsija,Bordo,dry,'semil\'on','Chateau Citran',12.0,0.75
'Vino Treinta y Dos, Chacra, 2021',21490,0.0,Argentina,Patagonija,dry,'pino nuar 100\%',Chacra,12.0,0.75
'Vino Chateau Lafite Rothschild, 2015',244990,5.0,Frantsija,Bordo,dry,'merlo 9\%','Chateau Lafite Rothschild',12.5,0.75
'Vino Langhe Nebbiolo, Ettore Germano, 2021',5990,4.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Ettore Germano',13.0,0.75
'Vino Grand Bateau Blanc , Chateau Beychevelle, 2021',2990,4.5,Frantsija,Bordo,dry,'sovin\'on blan 100\%','Chateau Beychevelle',12.5,0.75
'Vino Sul Vulcano Etna Bianco, Donnafugata, 2020',6490,4.7,Italija,Sitsilija,dry,'karrikante 100\%',Donnafugata,12.0,0.75
'Vino Chateauneuf-du-Pape Rouge, Guigal, 2018',7274,4.3,Frantsija,'Dolina Rony',dry,'sira 10\%',Guigal,15.0,0.75
'Vino Alazani Valley White Mamiko, Besini, 2022',790,4.2,Gruzija,Kahetija,semi-sweet,kisi,Besini,11.5,0.75
'Vino Vire-Clesse, Maison Auvigue, 2022',6990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Maison Auvigue',13.0,0.75
'Vino Langhe Nebbiolo Perbacco, Vietti, 2020',4544,4.5,Italija,'P\'emont',dry,'nebbiolo 100\%',Vietti,14.0,0.75
'Vino Malvasia Piume, Martilde, 2021',5190,4.0,Italija,Lombardija,dry,'mal\'vazija 100\%',Martilde,13.5,0.75
'Vino Bonarda dell’Oltrepo Pavese , Martilde, 2019',4490,4.3,Italija,Lombardija,dry,'kroatina 100\%',Martilde,14.0,0.75
'Vino Barolo Villero, Giacomo Fenocchio, 2020',23490,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Giacomo Fenocchio',14.5,0.75
'Vino Barolo, Bel Colle, 2020',3493,5.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Bel Colle',14.5,0.75
'Vino Plenio, Umani Ronchi, 2017',5490,4.7,Italija,Marke,dry,'verdikkio 100\%','Umani Ronchi',13.0,0.75
'Vino Blaufrankisch Ried Hochberg, Hans Igler, 2014',4490,4.6,Avstrija,Burgenland,dry,'blaufrankish 100\%','Hans Igler',13.5,0.75
'Vino Chianti Castiglioni, Frescobaldi, 2020',2168,4.6,Italija,Toskana,dry,merlo,Frescobaldi,13.0,0.75
'Vino Lezer v podarochnoj upakovke, Foradori, 2023, 1.5 l',10490,0.0,Italija,'Trentino-Al\'to Adidzhe',dry,'terol\'dego',Foradori,12.5,1.5
'Vino Chemin des Papes Cotes-du-Rhone Rouge, Les Grands Chais de France, 2022',1990,4.4,Frantsija,'Dolina Rony',dry,sira,'Les Grands Chais de France',14.0,0.75
'Vino Chateau Leoville Las Cases, 2001',77490,0.0,Frantsija,Bordo,dry,'kaberne fran 12\%','Chateau Leoville Las Cases',13.0,0.75
'Vino Pommard Premier Cru Pezerolles, Armand Heitz, 2022',27490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Armand Heitz',13.0,0.75
'Vino Antigua, Santadi, 2020',2990,4.2,Italija,Sardinija,dry,'karin\'jano 15\%',Santadi,13.5,0.75
'Vino Ginestet Medoc, Maison Ginestet, 2019',2890,4.1,Frantsija,Bordo,dry,'kaberne fran','Maison Ginestet',13.5,0.75
'Vino Kaberne Sovin\'on Semejnyj Pezerv, Sikory, 2018',3490,4.7,Rossija,'Kuban\'',dry,'kaberne sovin\'on 100\%',Sikory,14.0,0.75
'Vino Appassionante Rosso, Cielo, 2021',1493,4.7,Italija,Veneto,semi-dry,sandzhoveze,Cielo,14.0,0.75
'Vino Chateau Leoville-Barton, 2019',29990,0.0,Frantsija,Bordo,dry,'merlo 16\%','Chateau Leoville-Barton',14.0,0.75
'Vino Max\'s Garden, Two Hands, 2018',11490,4.5,Avstralija,Viktorija,dry,'shiraz 100\%','Two Hands',14.2,0.75
'Vino Bourgogne Chardonnay La Vignee, Bouchard Pere & Fils, 2021',6490,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Bouchard Pere & Fils',12.5,0.75
'Vino Bella’s Garden, Two Hands, 2018',7693,4.7,Avstralija,'Juzhnaja Avstralija',dry,'shiraz 100\%','Two Hands',13.8,0.75
'Vino Bardolino Classico, Domini Veneti, 2023',2640,4.5,Italija,Veneto,semi-dry,'molinara 5\%','Domini Veneti',12.5,0.75
'Vino Bio Bio Chardonnay, 2022',1640,3.9,Italija,?,semi-dry,shardone,'Bio Bio',12.5,0.75
'Vino Bourgogne Jurassique, Jean-Marc Brocard (Domaine Sainte-Claire), 2020',2653,4.6,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',13.0,0.75
'Vino Punta di Adine v podarochnoj upakovke, Bertinga, 2017, 1.5 l',39990,0.0,Italija,Toskana,dry,'sandzhoveze 100\%',Bertinga,14.0,1.5
'Vino Pinot Noir Sonoma Coast, Kistler, 2019',18990,5.0,'Soedinennye Shtaty Ameriki',Kalifornija,dry,'pino nuar 100\%',Kistler,14.1,0.75
'Vino Macon-Villages, Joseph Drouhin, 2020',4990,4.4,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',13.0,0.75
'Vino Centine Bianco, Banfi, 2023',2790,3.8,Italija,Toskana,dry,vermentino,Banfi,12.5,0.75
'Vino Petit Chablis, Joseph Drouhin, 2022',6490,4.8,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',12.5,0.75
'Vino Solare, Capannelle, 2015',10490,4.7,Italija,Toskana,dry,'mal\'vazija nera',Capannelle,13.5,0.75
'Vino Cumaro v podarochnoj upakovke, Umani Ronchi, 2020, 1.5 l',14990,0.0,Italija,Marke,dry,'montepul\'chano 100\%','Umani Ronchi',14.0,1.5
'Vino Riesling v podarochnoj upakovke, Trimbach, 2021',5990,0.0,Frantsija,'El\'zas',dry,'risling 100\%',Trimbach,?,0.75
'Vino Chardonnay, Luigi Bosca, 2023',2990,4.1,Argentina,Mendosa,dry,'shardone 100\%','Luigi Bosca',13.6,0.75
'Vino Hacienda Lopez de Haro Blanco, 2022',1393,4.6,Ispanija,Rioha,dry,'garnacha blanka','Hacienda Lopez de Haro',12.5,0.75
'Vino Crozes-Hermitage Rouge, Guigal, 2021',6490,4.6,Frantsija,'Dolina Rony',dry,'sira 100\%',Guigal,13.0,0.75
'Vino The Boy Riesling, Two Hands, 2023',5290,4.8,Avstralija,'Juzhnaja Avstralija',dry,'risling 100\%','Two Hands',13.0,0.75
'Vino Ed Knows Cabernet Sauvignon, Bostavan, 2021',840,1.0,'Respublika Moldova','Valul lui Traian',semi-sweet,'kaberne sovin\'on 100\%',Bostavan,12.5,0.75
'Vino Aristargos, David & Nadia, 2021',6790,3.0,'Juzhnaja Afrika',Svortlend,dry,'kolombar 4\%','David & Nadia',13.0,0.75
'Portvejn Barros Colheita v podarochnoj upakovke, 2004',11990,0.0,Portugalija,Doru,sweet,'turiga nas\'onal\'',Barros,20.0,0.75
'Vino Davne Vineyards Spirits Chardonnay, Bodegas Manzanos, 2023',969,3.0,Ispanija,Navarra,dry,'shardone 100\%','Bodegas Manzanos',12.0,0.75
'Vino Merlo, Lefkadija, 2016',2490,4.5,Rossija,'Kuban\'',dry,merlo,Lefkadija,14.0,0.75
'Vino Sovin\'on Blan Krasnaja Gorka, Galitskij i Galitskij, 2020',3490,4.4,Rossija,'Kuban\'',dry,'sovin\'on blan 100\%','Galitskij i Galitskij',13.0,0.75
'Vino Chenin Avec Chene, Simonsig, 2021',3703,4.3,'Juzhnaja Afrika',Stellenbosh,dry,'shenen blan',Simonsig,13.0,0.75
'Vino Pure Sauvignon Blanc, Trapiche, 2020',1990,4.0,Argentina,Mendosa,dry,'sovin\'on blan 100\%',Trapiche,13.0,0.75
'Vino Albizzia, Frescobaldi, 2021',1848,4.8,Italija,Toskana,dry,'shardone 100\%',Frescobaldi,12.5,0.75
'Vino Hacienda Lopez de Haro Blanco, 2021',1393,4.6,Ispanija,Rioha,dry,'garnacha blanka','Hacienda Lopez de Haro',12.5,0.75
'Vino Gruner Veltliner Kittmannsberg, Nastl, 2020',2464,4.6,Avstrija,'Nizhnjaja Avstrija',dry,'grjuner vel\'tliner 100\%',Nastl,13.0,0.75
'Vino Bourgogne Chardonnay La Vignee, Bouchard Pere & Fils, 2019',6490,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Bouchard Pere & Fils',12.5,0.75
'Vino Sassicaia, Tenuta San Guido, 2017, 6 l',1949990,5.0,Italija,Toskana,dry,'kaberne fran 15\%','Tenuta San Guido',14.0,6.0
'Vino Kindzmarauli, Besini, 2023',1640,4.6,Gruzija,Kahetija,semi-sweet,'saperavi 100\%',Besini,11.0,0.75
'Vino Falanghina, Feudi di San Gregorio, 2021',3790,4.8,Italija,Kampanija,dry,'falangina 100\%','Feudi di San Gregorio',13.0,0.75
'Vino Pensees de Lafleur, Chateau Lafleur, 2017',32490,0.0,Frantsija,Bordo,dry,'kaberne fran','Chateau Lafleur',14.5,0.75
'Vino Valpolicella Ripasso, Bertani, 2021',2594,4.0,Italija,Veneto,semi-dry,'rondinella 5\%',Bertani,13.5,0.75
'Vino Chateau Smith Haut-Lafitte Blanc, 2021',41490,0.0,Frantsija,Bordo,dry,'sovin\'on gri 5\%','Chateau Smith Haut-Lafitte',14.0,0.75
'Vino Goats do Roam Red, Fairview, 2022',2190,4.5,'Juzhnaja Afrika','Vestern Kejp',dry,senso,Fairview,13.5,0.75
'Vino Platbos, David & Nadia, 2021',16490,5.0,'Juzhnaja Afrika',Svortlend,dry,'shenen blan 100\%','David & Nadia',11.5,0.75
'Vino Cabernet Sauvignon Vineyards, Trapiche, 2021',1390,4.4,Argentina,Mendosa,dry,'kaberne sovin\'on 100\%',Trapiche,12.5,0.75
'Vino Tenuta Regaleali Nero d\'Avola , Tasca d\'Almerita, 2020',2240,4.5,Italija,Sitsilija,dry,'nero d avola 100\%','Tasca d\'Almerita',13.0,0.75
'Vino Pouilly-Fume En Travertin, Henri Bourgeois, 2020',6190,5.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',14.5,0.75
'Vino Vieris Sauvignon, Vie di Romans, 2021',9490,5.0,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%','Vie di Romans',14.5,0.75
'Vino Riesling Vom Grauen Schiefer, Clemens Busch, 2022',5990,4.6,Germanija,'Mozel\'',semi-dry,'risling 100\%','Clemens Busch',11.0,0.75
'Vino Gerts\', Sikory, 2019',1990,4.6,Rossija,'Kuban\'',dry,'kaberne fran',Sikory,14.0,0.75
'Vino Point Sauvignon Blanc, Nigl, 2023',2390,4.9,Avstrija,'Nizhnjaja Avstrija',dry,'sovin\'on blan 100\%',Nigl,13.0,0.75
'Vino Soffocone di Vincigliata, Bibi Graetz, 2020',10490,5.0,Italija,Toskana,dry,'sandzhoveze 100\%','Bibi Graetz',14.0,0.75
'Vino Charmes-Chambertin Grand Cru, Domaine de Varoilles, 2018',57490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine de Varoilles',14.0,0.75
'Vino Chateau Roc Taillade, 2020',4290,4.6,Frantsija,Bordo,dry,'pti verdo','Chateau Roc Taillade',13.5,0.75
'Vino Valpolicella Ripasso Valpantena, Bertani, 2021',4490,4.5,Italija,Veneto,semi-dry,'rondinella 5\%',Bertani,13.5,0.75
'Vino Vosne-Romanee Premier Cru \"Les Brulees\", Domaine Jean Grivot, 2014, 1.5 l',?,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Jean Grivot',13.0,1.5
'Vino Hacienda Lopez de Haro Garnacha, 2020',1619,4.6,Ispanija,Rioha,dry,garnacha,'Hacienda Lopez de Haro',14.0,0.75
'Vino Balbach Riesling, Gunderloch, 2020',3140,4.8,Germanija,Rejngessen,semi-sweet,'risling 100\%',Gunderloch,11.5,0.75
'Vino Cotes du Rhone Rouge, Guigal, 2019',3490,4.7,Frantsija,'Dolina Rony',dry,'murvedr 10\%',Guigal,15.0,0.75
'Vino Primitivo Feudo Monaci, Castello Monaci, 2022',1990,4.1,Italija,Apulija,semi-dry,primitivo,'Castello Monaci',13.0,0.75
'Vino Valbuena 5, Bodegas Vega Sicilia, 2008',99990,5.0,Ispanija,'Kastilija i Leon',dry,merlo,'Bodegas Vega Sicilia',14.0,0.75
'Vino Alie Rose, Frescobaldi, 2023',3990,4.7,Italija,Toskana,dry,vermentino,Frescobaldi,12.0,0.75
'Vino Mal\'bek Roze, Lefkadija, 2023',1990,5.0,Rossija,'Kuban\'',dry,'mal\'bek 100\%',Lefkadija,13.0,0.75
'Vino Gran Feudo Moscatel, Bodegas Chivite, 2021',1323,4.6,Ispanija,Navarra,dry,'moskatel\' de grano menudo 100\%','Bodegas Chivite',13.0,0.75
'Vino Cortegaia, La Scolca, 2022',2106,3.7,Italija,'P\'emont',dry,korteze,'La Scolca',9.5,0.75
'Vino Malleolus de Valderramiro v podarochnoj upakovke, Emilio Moro, 2019',31490,4.5,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Emilio Moro',15.5,0.75
'Vino La Marginale, Thierry Germain, 2017',10490,5.0,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Thierry Germain',12.5,0.75
'Vino Finca Nueva Reserva, 2015',2919,4.7,Ispanija,Rioha,dry,'tempranil\'o 100\%','Finca Nueva',14.1,0.75
'Vino Fontalloro, Felsina, 2019',14990,0.0,Italija,Toskana,dry,'sandzhoveze 100\%',Felsina,14.0,0.75
'Vino Massovivo Vermentino, Frescobaldi, 2021',2843,4.5,Italija,Toskana,semi-dry,'vermentino 100\%',Frescobaldi,12.5,0.75
'Vino Chateau La Lagune, 2019',11490,5.0,Frantsija,Bordo,dry,'pti verdo','Chateau La Lagune',14.5,0.75
'Vino Costa Bassa, Sandro Fay, 2018',5790,5.0,Italija,Lombardija,dry,'nebbiolo 100\%','Sandro Fay',14.0,0.75
'Vino Hacienda Lopez de Haro Tempranillo, 2021',1590,4.6,Ispanija,Rioha,dry,'tempranil\'o 100\%','Hacienda Lopez de Haro',13.5,0.75
'Vino Clos Henri Estate Pinot Noir, 2019',5190,4.5,'Novaja Zelandija','Mal\'boro',dry,'pino nuar 100\%','Clos Henri',14.0,0.75
'Vino Lugana Le Quaiare, Bertani, 2021',4490,4.3,Italija,Veneto,dry,'trebb\'jano di lugana 100\%',Bertani,12.5,0.75
'Vino The Flower and the Bee, Coto de Gomariz, 2019',2993,4.5,Ispanija,Galisija,dry,'trejshadura 100\%','Coto de Gomariz',13.0,0.75
'Vino Chakalaka, Spice Route, 2018',5490,4.6,'Juzhnaja Afrika',Svortlend,dry,'pti sira','Spice Route',14.0,0.75
'Vino La Cumbre, Errazuriz, 2018',19990,4.0,Chili,Akonkagua,dry,'sira 100\%',Errazuriz,14.0,0.75
'Vino Leeu Passant Cabernet Sauvignon, Mullineux & Leeu, 2021',8490,5.0,'Juzhnaja Afrika',Stellenbosh,dry,'kaberne sovin\'on 100\%','Mullineux & Leeu',13.5,0.75
'Vino Pure Sauvignon Blanc, Trapiche, 2022',1990,4.0,Argentina,Mendosa,dry,'sovin\'on blan 100\%',Trapiche,13.0,0.75
'Vino Riesling Von den Terrassen, Winzer Krems, 2022',2990,4.5,Avstrija,'Nizhnjaja Avstrija',dry,'risling 100\%','Winzer Krems',12.5,0.75
'Vino Sancerre Le Grand Rochoy, Domaine Laporte, 2022',9490,5.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Domaine Laporte',13.5,0.75
'Vino Point Blauer Zweigelt, Nigl, 2021',2190,4.4,Avstrija,'Nizhnjaja Avstrija',dry,'tsvajgel\'t',Nigl,13.0,0.75
'Vino Pouilly-Fuisse Premier Cru La Frerie, Maison Auvigue, 2021',12990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Maison Auvigue',13.5,0.75
'Vino Giramonte, Frescobaldi, 2021',26243,5.0,Italija,Toskana,dry,sandzhoveze,Frescobaldi,14.0,0.75
'Vino Tenuta Regaleali Leone, Tasca d\'Almerita, 2023',4290,4.8,Italija,Sitsilija,dry,traminer,'Tasca d\'Almerita',13.5,0.75
'Vino Clos de L\'Echelier Blanc, Thierry Germain, 2017',14490,4.0,Frantsija,'Dolina Luary',dry,'shenen blan 100\%','Thierry Germain',13.0,0.75
'Vino Chablis Reserve de Vaudon, Joseph Drouhin, 2019',8990,4.8,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',13.5,0.75
'Vino Chateau La Croix Meunier, 2021',5490,5.0,Frantsija,Bordo,dry,'kaberne fran','Chateau La Croix Meunier',13.0,0.75
'Vino Chardonnay Reserva, Caliterra, 2021',1890,4.2,Chili,'Tsentral\'naja Dolina',dry,'shardone 100\%',Caliterra,13.0,0.75
