@RELATION "Wines dataset"

@ATTRIBUTE name STRING
@ATTRIBUTE price NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE region STRING
@ATTRIBUTE sweetness {dry, semi-dry, semi-sweet, sweet}
@ATTRIBUTE grape STRING
@ATTRIBUTE manufacturer STRING
@ATTRIBUTE strength NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
'Vino Soave Sereole, Bertani, 2023',3490,4.3,Italija,Veneto,dry,'garganega 100\%',Bertani,12.5,0.75
'Vino Riscal 1860, Marques de Riscal, 2021',1749,4.1,Ispanija,'Kastilija i Leon',dry,sira,'Marques de Riscal',14.0,0.75
'Vino Nuits-Saint-Georges Premier Cru Les Chaignots, Domaine Henri Gouges, 2020',?,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Henri Gouges',14.0,0.75
'Vino Bourgogne Aligote, Remi Jobard, 2022',9990,0.0,Frantsija,Burgundija,dry,'aligote 100\%','Remi Jobard',13.0,0.75
'Vino Bourgogne Kimmeridgien, Jean-Marc Brocard (Domaine Sainte-Claire), 2018',4290,4.6,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',13.0,0.75
'Vino Cuvee Blanc, Usad\'ba Markoth, 2020',2190,4.3,Rossija,'Kuban\'',dry,aligote,'Usad\'ba Markoth',13.5,0.75
'Vino Le Bordeaux de Citran Blanc, Chateau Citran, 2020',2490,4.4,Frantsija,Bordo,dry,'semil\'on','Chateau Citran',12.0,0.75
'Vino Aratashen Areni Syrah, Armenia Wine, 2022',1490,4.6,Armenija,Aragatsotn,dry,sira,'Armenia Wine',14.0,0.75
'Heres Tio Toto Fino, Jose Estevez',2290,4.4,Ispanija,Andalusija,?,'palomino 100\%','Jose Estevez',15.0,0.75
'Vino Bell\'Assai, Donnafugata, 2022',5490,4.7,Italija,Sitsilija,dry,'frappato 100\%',Donnafugata,13.0,0.75
'Vino Volnay, Domaine Jean-Marc & Thomas Bouley, 2020',19490,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Jean-Marc & Thomas Bouley',14.3,0.75
'Vino Steakwine Cabernet Sauvignon, Penaflor, 2021',1270,4.0,Argentina,Mendosa,semi-dry,'kaberne sovin\'on 100\%',Penaflor,12.5,0.75
'Vino Chianti, Banfi, 2021',1743,4.3,Italija,Toskana,dry,kanajolo,Banfi,13.0,0.75
'Vino Remole Rosato, Frescobaldi, 2022',1643,4.8,Italija,Toskana,semi-dry,'sandzhoveze 100\%',Frescobaldi,12.0,0.75
'Vino Siglo, Bodegas Manzanos, 2020',1113,4.3,Ispanija,Rioha,dry,'tempranil\'o','Bodegas Manzanos',13.5,0.75
'Vino Centine Bianco, Banfi, 2021',2790,3.8,Italija,Toskana,semi-dry,vermentino,Banfi,13.0,0.75
'Vino Hermitage Le Greal, Domaine Marc Sorrel, 2021',67490,0.0,Frantsija,'Dolina Rony',dry,'marsan 10\%','Domaine Marc Sorrel',14.5,0.75
'Vino Terres (Saumur), Thierry Germain, 2022',16490,5.0,Frantsija,'Dolina Luary',dry,'shenen blan 100\%','Thierry Germain',12.5,0.75
'Vino Ros\'Aura, Feudi di San Gregorio, 2023',2990,4.5,Italija,Kampanija,dry,'al\'janiko 100\%','Feudi di San Gregorio',12.5,0.75
'Vino Estelar Sauvignon Blanc, Santa Carolina, 2022',833,4.1,Chili,'Tsentral\'naja Dolina',dry,'sovin\'on blan 100\%','Santa Carolina',12.0,0.75
'Vino Chablis, Domaine Herve Azo, 2022',3983,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Herve Azo',12.5,0.75
'Vino Gran Feudo Reserva, Bodegas Chivite, 2016',2490,4.6,Ispanija,Navarra,dry,merlo,'Bodegas Chivite',13.5,0.75
'Vino Guidalberto, Tenuta San Guido, 2019',12490,4.8,Italija,Toskana,dry,'merlo 40\%','Tenuta San Guido',14.0,0.75
'Vino Sangiovese di Toscana, Conti Serristori, 2020',1740,4.3,Italija,Toskana,dry,sandzhoveze,'Conti Serristori',13.0,0.75
'Vino Riesling, Beurer, 2022',4990,5.0,Germanija,Vjurtemberg,semi-dry,'risling 100\%',Beurer,12.0,0.75
'Vino Outre Terre (Saumur Champigny), Thierry Germain, 2017',14990,5.0,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Thierry Germain',12.5,0.75
'Vino Champ-Chenin, Domaine Olga Raffault, 2020',6990,5.0,Frantsija,'Dolina Luary',dry,'shenen blan 100\%','Domaine Olga Raffault',12.5,0.75
'Portvejn Graham`s 30 Year Old Tawny Port v podarochnoj upakovke',31490,5.0,Portugalija,Doru,?,'tinta kao',Graham`s,20.0,0.75
'Vino Baron de Chirel Reserva, Marques de Riscal, 2012',29990,0.0,Ispanija,Rioha,dry,'tempranil\'o','Marques de Riscal',14.0,0.75
'Vino Dry Riesling, Pacific Rim Winemakers, 2020',3490,4.3,'Soedinennye Shtaty Ameriki',Vashington,semi-dry,'risling 100\%','Pacific Rim Winemakers',13.7,0.75
'Vino Chateau La Rose de By, Chateau Rollan de By, 2015',4990,0.0,Frantsija,Bordo,dry,'kaberne fran','Chateau Rollan de By',13.5,0.75
'Vino Chassagne-Montrachet, Domaine Paul Pillot, 2021',21490,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Paul Pillot',13.0,0.75
'Vino Chemin des Papes Cotes-du-Rhone Rouge, Les Grands Chais de France, 2020',1990,4.4,Frantsija,'Dolina Rony',dry,sira,'Les Grands Chais de France',14.0,0.75
'Vino Rocca Rubia, Santadi, 2021',5690,4.7,Italija,Sardinija,dry,'karin\'jano 100\%',Santadi,14.5,0.75
'Vino Barbera d’Alba, Pio Cesare, 2019',5290,4.9,Italija,'P\'emont',dry,'barbera 100\%','Pio Cesare',14.5,0.75
'Vino Chablis Vieilles Vignes 1946 v podarochnoj upakovke, Jean-Marc Brocard (Domaine Sainte-Claire), 2021',8990,4.9,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',13.0,0.75
'Vino Marsannay Les Longeroies, Domaine Bruno Clair, 2019, 0.375 l',8990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Bruno Clair',13.0,0.375
'Vino Dino, Fontodi, 2021',12490,0.0,Italija,Toskana,dry,'sandzhoveze 100\%',Fontodi,14.5,0.75
'Vino Gavi dei Gavi (Etichetta Nera), La Scolca, 2022',8490,4.9,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Agos , 2017',4690,4.4,Armenija,'Vajots Dzor',dry,'areni 100\%',AGOS,13.0,0.75
'Vino Fronton Le Roc le Classique, Domaine Le Roc, 2019',3290,4.2,Frantsija,Jugo-Zapad,dry,'kaberne sovin\'on','Domaine Le Roc',14.0,0.75
'Vino Galatrona, Petrolo, 2020',32490,5.0,Italija,Toskana,dry,'merlo 100\%',Petrolo,14.0,0.75
'Vino Tsitska Qvevri, Binekhi, 2020',3244,4.2,Gruzija,Imeretija,dry,'tsitska 100\%',Binekhi,13.0,0.75
'Vino Alter Ego, Chateau Palmer, 2021',22990,4.7,Frantsija,Bordo,dry,'pti verdo 6\%','Chateau Palmer',13.0,0.75
'Vino Magaria Saperavi, Shilda Estate, 2022',743,4.0,Gruzija,Kahetija,dry,'saperavi 100\%','Shilda Estate',14.0,0.75
'Vino Rose Binekhi, 2020',1790,4.7,Gruzija,?,semi-dry,saperavi,Binekhi,12.0,0.75
'Vino Grand Vin de Leoville du Marquis de Las Cases (Saint-Julien-Medoc), Chateau Leoville Las Cases, 2001, 5 l',649990,5.0,Frantsija,Bordo,dry,'kaberne fran 12\%','Chateau Leoville Las Cases',13.0,5.0
'Vino Valpolicella Classico, Domini Veneti, 2021',2790,4.4,Italija,Veneto,semi-dry,korvinone,'Domini Veneti',13.0,0.75
'Vino Domaine de Chevalier Grand Cru Classe de Graves(Pessac-Leognan) BLANC, 2020',29990,4.0,Frantsija,Bordo,?,?,'Domaine de Chevalier',13.5,0.75
'Vino Shishka. Oranzh, Mezyb\', 2020',4490,5.0,Rossija,'Kuban\'',dry,'vion\'e','Mezyb\'',12.5,0.75
'Vino Chenin Blanc, Fairview, 2023',3290,4.5,'Juzhnaja Afrika','Vestern Kejp',dry,'shenen blan 100\%',Fairview,13.5,0.75
'Vino Sauvignon Blanc, Luigi Bosca, 2022',2093,4.0,Argentina,Mendosa,dry,'sovin\'on blan 100\%','Luigi Bosca',13.5,0.75
'Vino Gavi, Ottosoldi, 2020',3990,4.6,Italija,'P\'emont',dry,'korteze 100\%',Ottosoldi,12.5,0.75
'Vino Muscadet Sevre et Maine La Grande Reserve du Moulin, Gadais Pere et Fils, 2020',2269,4.4,Frantsija,'Dolina Luary',dry,'melon de burgon\' 100\%','Gadais Pere et Fils',12.0,0.75
'Vino Solane Valpolicella Ripasso Classico Superiore, Santi, 2020',3490,4.3,Italija,Veneto,semi-dry,rondinella,Santi,14.0,0.75
'Portvejn Barros Special Reserve Ruby',4190,0.0,Portugalija,Doru,sweet,'turiga nas\'onal\'',Barros,19.5,0.75
'Vino Chassagne-Montrachet, Olivier Leflaive Freres, 2018',33490,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Olivier Leflaive Freres',13.0,0.75
'Vino Saperavi Shildis Mtebi, 2022',1190,4.0,Gruzija,Kahetija,dry,'saperavi 100\%','Shildis Mtebi',12.0,0.75
'Vino Chablis Grand Cru Les Clos, William Fevre, 2021',44990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','William Fevre',13.0,0.75
'Vino Barolo Monvigliero, Poderi Luigi Einaudi, 2019',24990,5.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Poderi Luigi Einaudi',14.5,0.75
'Vino Bertinga v podarochnom nabore, 2017',31990,5.0,Italija,Toskana,?,?,Bertinga,?,0.75
'Vino Sauvignon Blanc Vineyards, Trapiche, 2022',1390,4.3,Argentina,Mendosa,dry,'sovin\'on blan 100\%',Trapiche,12.5,0.75
'Vino Sancerre Blanc La Bourgeoise, Henri Bourgeois, 2016',8990,4.3,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',13.0,0.75
'Vino Les Allees de Cantemerle, Chateau Cantemerle, 2012',3293,4.0,Frantsija,Bordo,dry,'merlo 8\%','Chateau Cantemerle',13.0,0.75
'Vino Auxey-Duresses Les Crais, Domaine Alain Gras, 2022',14990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Alain Gras',13.0,0.75
'Vino Pinot Grigio Sortesele, Santi, 2023',2140,4.7,Italija,'Trentino-Al\'to Adidzhe',dry,'pino gridzhio 100\%',Santi,12.5,0.75
'Vino Chassagne-Montrachet Premier Cru Clos Saint Marc, Olivier Leflaive Freres, 2020',52490,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Olivier Leflaive Freres',13.5,0.75
'Vino Morey-Saint-Denis, Domaine Michel Noellat, 2021',15990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Michel Noellat',13.5,0.75
'Vino Petit Bourgeois Sauvignon, Henri Bourgeois, 2015',2990,4.6,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',12.5,0.75
'Vino Spelaja roza, Shumrinka, 2020',855,4.2,Rossija,'Kuban\'',dry,'pino nuar 30\%',Shumrinka,12.2,0.75
'Vino Sgarzon Cilindrica, Foradori, 2019',9990,5.0,Italija,'Trentino-Al\'to Adidzhe',dry,'terol\'dego 100\%',Foradori,12.5,0.75
'Portvejn Graham`s Six Grapes Reserve Port',6990,4.9,Portugalija,Doru,?,'tinta kao',Graham`s,20.0,0.75
'Vino Casamatta Bianco, Bibi Graetz, 2021',4790,4.8,Italija,Toskana,dry,'ansonika 10\%','Bibi Graetz',13.0,0.75
'Vino Gavi dei Gavi special black bottle, La Scolca, 2017',9990,0.0,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Blaufrankisch Classic, Hans Igler, 2019',3490,4.1,Avstrija,Burgenland,dry,'blaufrankish 100\%','Hans Igler',13.0,0.75
'Vino La Fuga Chardonnay, Donnafugata, 2022',4990,4.7,Italija,Sitsilija,dry,'shardone 100\%',Donnafugata,13.5,0.75
'Vino Pinot Grigio Mongris, Marco Felluga, 2022',4490,4.6,Italija,Friuli-Venetsija-Dzhulija,dry,'pino gridzhio 100\%','Marco Felluga',13.0,0.75
'Vino Albarino Gran Vinum, Adegas Gran Vinum, 2021',3843,4.6,Ispanija,Galisija,dry,'al\'barin\'o 100\%','Adegas Gran Vinum',12.0,0.75
'Vino Cabernet Sauvignon / Merlot, Simonsig, 2019',1343,4.1,'Juzhnaja Afrika',Stellenbosh,semi-dry,merlo,Simonsig,13.0,0.75
'Vino Muller Thurgau, Colterenzio, 2020',3490,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'mjuller turgau 100\%',Colterenzio,12.5,0.75
'Vino Ben Rye, Donnafugata, 2022, 0.375 l',8990,4.7,Italija,Sitsilija,sweet,'zibibbo 100\%',Donnafugata,14.5,0.375
'Vino Malbec, Luigi Bosca, 2021',1940,4.8,Argentina,Mendosa,dry,'mal\'bek 100\%','Luigi Bosca',14.4,0.75
'Vino Kiedrich Klosterberg Riesling Trocken, Robert Weil, 2022',9490,4.7,Germanija,Rejngau,semi-dry,'risling 100\%','Robert Weil',13.0,0.75
'Vino Greco di Tufo, Feudi di San Gregorio, 2019',2793,4.8,Italija,Kampanija,dry,'greko 100\%','Feudi di San Gregorio',12.5,0.75
'Vino Sovin\'on Blan Semejnyj Rezerv, Sikory, 2019',3490,4.7,Rossija,'Kuban\'',dry,'sovin\'on blan 100\%',Sikory,14.0,0.75
'Vino Morgon La Chanaise, Domaines Dominique Piron, 2021',4490,4.5,Frantsija,Burgundija,dry,'game 100\%','Domaines Dominique Piron',13.0,0.75
'Vino Chateauneuf-du-Pape Telegramme, Vignobles Brunier, 2020',11190,4.9,Frantsija,'Dolina Rony',dry,senso,'Vignobles Brunier',15.0,0.75
'Vino Quinon de Valmira, Bodegas Palacios Remondo, 2017',82490,5.0,Ispanija,Rioha,dry,garnacha,'Bodegas Palacios Remondo',14.0,0.75
'Vino Freschello Rosato, Cielo',1140,4.5,Italija,Veneto,semi-dry,rabozo,Cielo,10.5,0.75
'Vino Macon-Solutre-Pouilly, Maison Auvigue, 2022',5990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Maison Auvigue',13.0,0.75
'Vino Riesling Kremser Kreuzberg Reserve, Winzer Krems, 2022',5690,4.4,Avstrija,'Nizhnjaja Avstrija',semi-dry,'risling 100\%','Winzer Krems',13.5,0.75
'Vino Gran Feudo Moscatel, Bodegas Chivite, 2019',1323,4.6,Ispanija,Navarra,dry,'moskatel\' de grano menudo 100\%','Bodegas Chivite',13.5,0.75
'Vino Raccontami, Vespa, 2018',7990,5.0,Italija,Apulija,semi-dry,'primitivo 100\%',Vespa,15.5,0.75
'Vino Pinot Grigio Mongris, Marco Felluga, 2021',4490,4.6,Italija,Friuli-Venetsija-Dzhulija,dry,'pino gridzhio 100\%','Marco Felluga',13.5,0.75
'Vino Chateau Clerc Milon, 2014',28990,5.0,Frantsija,Bordo,dry,'karmener 1\%','Chateau Clerc Milon',13.5,0.75
'Vino Risling Krasnaja Gorka, Galitskij i Galitskij, 2021',3490,4.5,Rossija,'Kuban\'',dry,'risling 100\%','Galitskij i Galitskij',12.0,0.75
'Vino Roero Arneis, Giacomo Fenocchio, 2022',4790,5.0,Italija,'P\'emont',dry,'arneis 100\%','Giacomo Fenocchio',14.0,0.75
'Vino Riesling Vom Roten Schiefer, Clemens Busch, 2022',5990,5.0,Germanija,'Mozel\'',semi-dry,'risling 100\%','Clemens Busch',11.0,0.75
'Vino Savigny-les-Beaune 1er Cru aux Vergelesses  Blanc, Simon Bize & Fils, 2019',21490,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Simon Bize & Fils',13.5,0.75
'Vino Cote-Rotie Brune et Blonde de Guigal, 2018',19990,4.9,Frantsija,'Dolina Rony',dry,'vion\'e 4\%',Guigal,14.0,0.75
'Vino Cote Rotie Bassenon, Yves Cuilleron, 2021',17990,5.0,Frantsija,'Dolina Rony',dry,'vion\'e 10\%','Yves Cuilleron',12.5,0.75
'Vino Morey-Saint-Denis Premier Cru Les Sorbes, Domaine Michel Noellat, 2021',32490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Michel Noellat',13.5,0.75
'Vino Chateau Figeac, 2010',82490,4.3,Frantsija,Bordo,dry,'kaberne fran','Chateau Figeac',14.0,0.75
'Vino Chateau Brane-Cantenac, 2018, 0.375 l',10990,0.0,Frantsija,Bordo,dry,'kaberne fran','Chateau Brane-Cantenac',13.5,0.375
'Vino Pinot Noir Mosel Rose, Nik Weis St. Urbans-Hof, 2021',2790,4.4,Germanija,'Mozel\'',dry,'pino nuar','Nik Weis St. Urbans-Hof',12.0,0.75
'Vino Kaberne Fran, Lefkadija, 2021',2490,4.2,Rossija,'Kuban\'',dry,'kaberne fran 100\%',Lefkadija,13.5,0.75
'Vino Kloof Street Rouge, Mullineux & Leeu, 2018',3990,4.7,'Juzhnaja Afrika',Svortlend,dry,'karin\'jan 1\%','Mullineux & Leeu',14.5,0.75
'Vino Granite Chenin Blanc, Mullineux & Leeu, 2022',14990,5.0,'Juzhnaja Afrika',Svortlend,dry,'shenen blan 100\%','Mullineux & Leeu',12.5,0.75
'Vino Arbois Rouge Trousseau Ruzard, Caves de Bacchus (Lucien Aviet et Fils), 2019',12490,0.0,Frantsija,Zhjura,dry,trusso,'Caves de Bacchus (Lucien Aviet et Fils)',13.5,0.75
'Vino Chateau Saint-Saturnin, 2009',5490,5.0,Frantsija,Bordo,dry,'pti verdo 5\%',Saint-Saturnin,13.5,0.75
'Vino Tenuta Perano Chianti Classico, Frescobaldi, 2021',3143,3.9,Italija,Toskana,dry,sandzhoveze,Frescobaldi,13.5,0.75
'Vino Urban Riesling, Nik Weis St. Urbans-Hof, 2023',1390,4.8,Germanija,'Mozel\'',semi-dry,'risling 100\%','Nik Weis St. Urbans-Hof',10.5,0.75
'Vino Chateau Branaire-Ducru, 2015',17490,5.0,Frantsija,Bordo,dry,'pti verdo','Chateau Branaire-Ducru',13.5,0.75
'Vino Besini Premium Red, 2016',2443,4.3,Gruzija,Kahetija,dry,'kaberne sovin\'on',Besini,13.5,0.75
'Vino Franc de Pied (Saumur Champigny), Thierry Germain, 2018',10990,0.0,Frantsija,'Dolina Luary',dry,'kaberne fran 100\%','Thierry Germain',13.5,0.75
'Vino Condado de Oriza Reserva, Pagos del Rey, 2016',2790,4.7,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Pagos del Rey',14.0,0.75
'Vino Riesling, Trimbach, 2020',5290,4.6,Frantsija,'El\'zas',dry,'risling 100\%',Trimbach,13.0,0.75
'Vino Beaujolais Morgon Domaine des Hospices de Belleville, Joseph Drouhin, 2020',5640,5.0,Frantsija,Burgundija,dry,'game 100\%','Joseph Drouhin',13.5,0.75
'Vino Collio Sauvignon, Russiz Superiore, 2023',6190,4.3,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%','Russiz Superiore',13.5,0.75
'Vino Libalis Rose, Maetierra, 2021',1294,4.6,Ispanija,Rioha,semi-dry,garnacha,Maetierra,12.0,0.75
'Vino Carolina Reserva Chardonnay, Santa Carolina, 2021',1490,4.3,Chili,'Tsentral\'naja Dolina',dry,'shardone 100\%','Santa Carolina',13.5,0.75
'Vino Crozes-Hermitage Blanc, Domaine Marc Sorrel, 2021',12490,0.0,Frantsija,'Dolina Rony',dry,'russan 5\%','Domaine Marc Sorrel',13.5,0.75
'Vino Chateau La Lagune, 2020, 1.5 l',24990,0.0,Frantsija,Bordo,dry,'pti verdo','Chateau La Lagune',14.0,1.5
'Vino Clos Henri Pinot Noir, 2018',7990,4.8,'Novaja Zelandija','Mal\'boro',dry,'pino nuar 100\%','Clos Henri',14.0,0.75
'Vino Barbera d’Asti Leradici, Mauro Molino, 2019',3790,4.6,Italija,'P\'emont',dry,'barbera 100\%','Mauro Molino',14.5,0.75
'Vino Hermitage Rouge, Domaine Marc Sorrel, 2020',34990,4.0,Frantsija,'Dolina Rony',dry,'sira 100\%','Domaine Marc Sorrel',14.0,0.75
'Vino Shardone, Sikory, 2023',1490,4.6,Rossija,'Kuban\'',dry,'shardone 100\%',Sikory,13.0,0.75
'Vino Cuvee Blanc, Usad\'ba Markoth, 2021',2190,4.3,Rossija,'Kuban\'',dry,aligote,'Usad\'ba Markoth',12.0,0.75
'Vino Blaufrankisch Kalk und Schiefer, Anita & Hans Nittnaus, 2020',4690,4.5,Avstrija,Burgenland,dry,'blaufrankish 100\%','Anita & Hans Nittnaus',13.0,0.75
'Vino Volnay Vieilles Vignes, Domaine Jean-Marc & Thomas Bouley, 2021',23990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Jean-Marc & Thomas Bouley',13.0,0.75
'Vino Leeu Passant Red, Mullineux & Leeu, 2020',24990,0.0,'Juzhnaja Afrika','Vestern Kejp',dry,senso,'Mullineux & Leeu',13.5,0.75
'Vino Sancerre Le Rochoy, Domaine Laporte, 2023',7490,4.4,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Domaine Laporte',12.5,0.75
'Portvejn Barros Colheita v podarochnoj upakovke, 1978',34990,0.0,Portugalija,Doru,sweet,'turiga nas\'onal\'',Barros,20.0,0.75
'Vino Chateau Ducru-Beaucaillou, 1988',77490,4.7,Frantsija,Bordo,dry,merlo,'Chateau Ducru-Beaucaillou',12.5,0.75
'Vino Dut Un, Vie di Romans, 2019',14990,5.0,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 50\%','Vie di Romans',14.5,0.75
'Vino Alto Adige Lagrein, Colterenzio, 2020',3990,4.7,Italija,'Trentino-Al\'to Adidzhe',dry,'lagrejn 100\%',Colterenzio,13.0,0.75
'Vino Syrah Reserve, Usad\'ba Markoth, 2021',2990,4.7,Rossija,'Kuban\'',dry,sira,'Usad\'ba Markoth',13.0,0.75
'Vino Point Gruner Veltliner, Nigl, 2021',1673,4.6,Avstrija,'Nizhnjaja Avstrija',dry,'grjuner vel\'tliner 100\%',Nigl,12.5,0.75
'Vino Sovin\'on Blan Semejnyj Rezerv, Sikory, 2020',3490,4.7,Rossija,'Kuban\'',dry,'sovin\'on blan 100\%',Sikory,13.0,0.75
'Vino Flaccianello della Pieve, Fontodi, 2020, 1.5 l',69990,0.0,Italija,Toskana,dry,'sandzhoveze 100\%',Fontodi,14.5,1.5
'Vino Petrikor Mal\'vazija, Shumrinka, 2022',1643,4.7,Rossija,'Kuban\'',dry,'mal\'vazija 100\%',Shumrinka,12.8,0.75
'Vino Mille e Una Notte v podarochnoj upakovke, Donnafugata, 2015',22490,5.0,Italija,Sitsilija,dry,sira,Donnafugata,13.5,0.75
'Vino Areti Red, Ktima Biblia Chora, 2016',6490,4.0,Gretsija,Makedonija,dry,'agiorgitiko 100\%','Ktima Biblia Chora',14.0,0.75
'Vino Barolo Ceretta, Ettore Germano, 2016',21490,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Ettore Germano',15.0,0.75
'Vino Kabir, Donnafugata, 2021',7290,4.8,Italija,Sitsilija,sweet,'zibibbo 100\%',Donnafugata,11.5,0.75
'Vino Rheingau Riesling Trocken, Robert Weil, 2020',5390,4.8,Germanija,Rejngau,semi-dry,'risling 100\%','Robert Weil',12.0,0.75
'Vino Volnay, Olivier Leflaive Freres, 2018',19990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Olivier Leflaive Freres',13.5,0.75
'Vino Barolo Prapo, Ettore Germano, 2018',18990,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%','Ettore Germano',14.0,0.75
'Vino Primo I Grande Cuvee, Cantina Terlan, 2021',47490,5.0,Italija,'Trentino-Al\'to Adidzhe',dry,'sovin\'on blan','Cantina Terlan',14.0,0.75
'Vino Montebruna v podarochnoj upakovke, Braida, 2020',6990,5.0,Italija,'P\'emont',dry,'barbera 100\%',Braida,15.0,0.75
'Vino Sassoalloro, Castello di Montepo di Jacopo Biondi Santi, 2020',5340,4.3,Italija,Toskana,dry,'sandzhoveze 100\%','Castello di Montepo di Jacopo Biondi Santi',14.0,0.75
'Vino Beaune Clos de la Chaume Gaufriot, Domaine Antonin Guyon, 2022',12990,4.9,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Antonin Guyon',13.0,0.75
'Vino Mezyb\' Shardone/Vion\'e, 2020',1290,4.3,Rossija,'Kuban\'',dry,'vion\'e','Mezyb\'',13.5,0.75
'Vino Marques de Riscal Verdejo, 2022',1749,4.6,Ispanija,'Kastilija i Leon',dry,'verdeho 100\%','Marques de Riscal',13.0,0.75
'Vino Samantha\'s Garden, Two Hands, 2017',11490,5.0,Avstralija,'Juzhnaja Avstralija',dry,'shiraz 100\%','Two Hands',15.2,0.75
'Vino Vosne-Romanee, Domaine Jean Grivot, 2020',26490,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Jean Grivot',13.5,0.75
'Vino Il Caberlot, Podere Il Carnasciale, 2019, 1.5 l',84990,0.0,Italija,Toskana,dry,'kaberlo 100\%','Podere Il Carnasciale',13.5,1.5
'Vino Saint-Romain Blanc, Domaine Alain Gras, 2022, 1.5 l',27490,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Alain Gras',13.0,1.5
'Vino Bourgogne Hautes Cotes de Nuits Les Dames de Vergy, Domaine Antonin Guyon, 2020',7790,4.6,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Antonin Guyon',14.0,0.75
'Vino Chateau Les Carmes Haut-Brion, 2016',44990,0.0,Frantsija,Bordo,dry,'kaberne sovin\'on 20\%','Chateau Les Carmes Haut-Brion',13.5,0.75
'Vino Viognier Iles Blanches, Cellier des Chartreux, 2021',1883,4.5,Frantsija,'Dolina Rony',dry,'vion\'e 100\%','Cellier des Chartreux',13.5,0.75
'Vino Chablis Vieilles Vignes, Jean-Marc Brocard (Domaine Sainte-Claire), 2022',4868,4.6,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',12.5,0.75
'Vino Chateau Angludet (Margaux), 2010',16490,4.6,Frantsija,Bordo,dry,'pti verdo','Chateau Angludet',13.5,0.75
'Vino Rose Grande Cuvee, Chateau des Sarrins, 2022',5990,0.0,Frantsija,Provans,dry,murvedr,'Chateau des Sarrins',13.0,0.75
'Vino Gruner Veltliner Kremser Wachtberg Reserve, Winzer Krems, 2019',5490,4.9,Avstrija,'Nizhnjaja Avstrija',dry,'grjuner vel\'tliner 100\%','Winzer Krems',14.0,0.75
'Vino Chateau Grand-Puy-Lacoste Grand Cru Classe(Pauillac), 2020',19990,4.5,Frantsija,Bordo,?,?,'Chateau Grand-Puy-Lacoste',13.5,0.75
'Vino Lakky Shiraz/Cabernet Sauvignon, Calabria Family Wines',1190,4.1,Avstralija,?,semi-dry,'kaberne sovin\'on','Calabria Family Wines',13.0,0.75
'Vino Carmenere, Vina Arboleda, 2022',3790,4.8,Chili,Akonkagua,dry,'karmener 100\%','Vina Arboleda',13.5,0.75
'Vino Barolo, Pio Cesare, 2020',14990,4.8,Italija,'P\'emont',dry,'nebbiolo 100\%','Pio Cesare',14.5,0.75
'Vino Barolo del Comune di Barolo, Scarzello, 2016',13490,5.0,Italija,'P\'emont',dry,'nebbiolo 100\%',Scarzello,14.5,0.75
'Vino Rosso di Montalcino, Le Potazzine, 2022, 3 l',?,0.0,Italija,Toskana,dry,'sandzhoveze 100\%','Le Potazzine',14.0,3.0
